Age,Annual_Income,CIBIL_Score,Employment_Type,Work_Experience_Years,Loan_Amount_Requested,Loan_Purpose,Existing_Loans,Credit_History_Years,Monthly_Debt,Dependents,Education_Level,Property_Ownership,City_Tier,Monthly_Income,Debt_to_Income_Ratio,Loan_to_Income_Ratio,Age_Income_Product,Experience_to_Age_Ratio,Loan_Approved
48,1144826,762,Salaried,0,240108,Personal,0,4,75807,1,Bachelor,Owned,1,95402.16666666667,0.7946045949340773,0.2097331821604331,54.951648,0.0,1
45,1144826,762,Salaried,4,240108,Education,1,1,70379,0,Bachelor,Rented,1,95402.16666666667,0.7377086124878366,0.2097331821604331,51.51717,0.08888888888888889,1
59,1144826,762,Salaried,6,240108,Home,2,10,55612,0,Master,Owned,2,95402.16666666667,0.5829217715181171,0.2097331821604331,67.544734,0.1016949152542373,1
53,1144826,762,Salaried,17,240108,Education,1,2,27396,0,Master,Owned,3,95402.16666666667,0.28716328944311187,0.2097331821604331,60.675778,0.32075471698113206,1
21,1144826,762,Business,39,240108,Education,0,7,81553,0,Master,Rented,2,95402.16666666667,0.8548338350107352,0.2097331821604331,24.041346,1.8571428571428572,1
47,1144826,762,Business,23,240108,Business,2,1,45871,0,Bachelor,Owned,1,95402.16666666667,0.4808171722165639,0.2097331821604331,53.806822,0.48936170212765956,1
33,1144826,762,Self-Employed,25,240108,Business,2,3,78119,0,Master,Rented,2,95402.16666666667,0.8188388453791231,0.2097331821604331,37.779258,0.7575757575757576,1
61,1144826,762,Salaried,9,240108,Personal,0,6,25439,2,Bachelor,Rented,2,95402.16666666667,0.2666501284911419,0.2097331821604331,69.834386,0.14754098360655737,1
23,1144826,762,Self-Employed,39,240108,Vehicle,0,24,85987,1,Master,Mortgaged,2,95402.16666666667,0.9013107668763637,0.2097331821604331,26.330998,1.6956521739130435,1
59,1144826,762,Self-Employed,11,240108,Vehicle,0,18,57399,2,Bachelor,Rented,2,95402.16666666667,0.6016530022903044,0.2097331821604331,67.544734,0.1864406779661017,1
26,1144826,762,Self-Employed,21,240108,Vehicle,0,18,35452,0,Bachelor,Owned,3,95402.16666666667,0.37160581608034754,0.2097331821604331,29.765476,0.8076923076923077,1
28,1144826,762,Salaried,26,240108,Personal,2,6,39849,3,Master,Mortgaged,2,95402.16666666667,0.41769491608331744,0.2097331821604331,32.055128,0.9285714285714286,1
47,1144826,762,Salaried,2,240108,Personal,0,7,58784,0,Master,Owned,3,95402.16666666667,0.616170492284417,0.2097331821604331,53.806822,0.0425531914893617,1
29,1144826,762,Salaried,17,240108,Personal,0,13,46037,1,High School,Owned,1,95402.16666666667,0.4825571746274106,0.2097331821604331,33.199954,0.5862068965517241,1
57,1144826,762,Salaried,4,240108,Home,0,3,34577,1,High School,Rented,1,95402.16666666667,0.3624341166255833,0.2097331821604331,65.255082,0.07017543859649122,1
53,1144826,762,Salaried,13,240108,Home,0,13,30106,0,Bachelor,Rented,1,95402.16666666667,0.31556935289729615,0.2097331821604331,60.675778,0.24528301886792453,1
62,1144826,762,Self-Employed,24,240108,Home,3,0,28799,0,PhD,Rented,2,95402.16666666667,0.3018694543974368,0.2097331821604331,70.979212,0.3870967741935484,0
64,1144826,762,Self-Employed,30,240108,Vehicle,0,4,23502,2,Master,Owned,1,95402.16666666667,0.2463466063838522,0.2097331821604331,73.268864,0.46875,1
44,1144826,762,Salaried,20,240108,Education,0,10,87484,0,Master,Rented,3,95402.16666666667,0.9170022344006862,0.2097331821604331,50.372344,0.45454545454545453,1
35,1144826,762,Salaried,37,240108,Vehicle,2,14,63512,2,PhD,Rented,2,95402.16666666667,0.6657291151668463,0.2097331821604331,40.06891,1.0571428571428572,1
52,1144826,762,Self-Employed,19,240108,Personal,1,19,98364,0,Bachelor,Rented,1,95402.16666666667,1.0,0.2097331821604331,59.530952,0.36538461538461536,1
52,1144826,762,Salaried,13,240108,Home,1,13,15241,4,Bachelor,Mortgaged,2,95402.16666666667,0.15975528158864316,0.2097331821604331,59.530952,0.25,1
44,1144826,762,Salaried,19,240108,Home,0,23,36175,3,Master,Rented,2,95402.16666666667,0.37918426031554137,0.2097331821604331,50.372344,0.4318181818181818,1
61,1144826,762,Self-Employed,36,240108,Home,1,12,31359,1,Bachelor,Rented,2,95402.16666666667,0.3287032265165187,0.2097331821604331,69.834386,0.5901639344262295,1
32,1144826,762,Salaried,29,240108,Business,2,6,53918,0,High School,Rented,2,95402.16666666667,0.5651653613736934,0.2097331821604331,36.634432,0.90625,1
59,1144826,762,Business,19,240108,Personal,1,17,63226,3,Master,Rented,1,95402.16666666667,0.6627312796879176,0.2097331821604331,67.544734,0.3220338983050847,1
22,1144826,762,Self-Employed,6,240108,Personal,0,5,65532,2,High School,Rented,2,95402.16666666667,0.6869026384795593,0.2097331821604331,25.186172,0.2727272727272727,1
23,1144826,762,Business,4,240108,Personal,0,19,4895,1,Bachelor,Owned,1,95402.16666666667,0.05130910723551002,0.2097331821604331,26.330998,0.17391304347826086,1
57,1144826,762,Salaried,30,240108,Business,2,6,98967,1,Master,Owned,3,95402.16666666667,1.0,0.2097331821604331,65.255082,0.5263157894736842,0
37,1144826,762,Salaried,28,240108,Home,3,8,22842,2,Master,Rented,3,95402.16666666667,0.2394285245094014,0.2097331821604331,42.358562,0.7567567567567568,1
22,1144826,762,Salaried,14,240108,Vehicle,1,22,16351,1,Bachelor,Owned,2,95402.16666666667,0.1713902374684013,0.2097331821604331,25.186172,0.6363636363636364,1
22,1144826,762,Salaried,24,240108,Education,1,1,46964,1,High School,Owned,1,95402.16666666667,0.49227393507834377,0.2097331821604331,25.186172,1.0909090909090908,1
48,1144826,762,Salaried,12,240108,Business,1,7,9819,3,Bachelor,Owned,2,95402.16666666667,0.10292219079580651,0.2097331821604331,54.951648,0.25,1
43,1144826,762,Self-Employed,23,240108,Personal,3,5,19136,4,Bachelor,Owned,1,95402.16666666667,0.20058244659013683,0.2097331821604331,49.227518,0.5348837209302325,1
57,1144826,762,Business,14,240108,Home,1,8,59253,4,Master,Mortgaged,3,95402.16666666667,0.6210865231921706,0.2097331821604331,65.255082,0.24561403508771928,1
52,1144826,762,Business,23,240108,Personal,0,6,30612,3,PhD,Owned,2,95402.16666666667,0.32087321566770843,0.2097331821604331,59.530952,0.4423076923076923,1
53,1144826,762,Salaried,25,240108,Home,0,4,57328,3,Bachelor,Owned,3,95402.16666666667,0.6009087843916892,0.2097331821604331,60.675778,0.4716981132075472,1
21,1144826,762,Self-Employed,18,240108,Business,3,23,84603,1,High School,Rented,2,95402.16666666667,0.886803758824485,0.2097331821604331,24.041346,0.8571428571428571,0
39,1144826,762,Salaried,23,240108,Education,2,22,83922,0,Bachelor,Rented,2,95402.16666666667,0.8796655561631199,0.2097331821604331,44.648214,0.5897435897435898,1
22,1144826,762,Salaried,18,240108,Home,1,16,95913,2,Bachelor,Mortgaged,2,95402.16666666667,1.0,0.2097331821604331,25.186172,0.8181818181818182,1
64,1144826,762,Business,16,240108,Home,0,20,67060,1,Bachelor,Rented,3,95402.16666666667,0.7029190462131363,0.2097331821604331,73.268864,0.25,0
46,1144826,762,Salaried,4,240108,Vehicle,1,6,81767,2,High School,Owned,3,95402.16666666667,0.8570769706488147,0.2097331821604331,52.661996,0.08695652173913043,1
52,1144826,762,Salaried,3,240108,Business,2,15,18840,0,Bachelor,Owned,1,95402.16666666667,0.197479791688868,0.2097331821604331,59.530952,0.057692307692307696,1
26,1144826,762,Business,21,240108,Business,0,22,90676,2,PhD,Mortgaged,1,95402.16666666667,0.9504605940116664,0.2097331821604331,29.765476,0.8076923076923077,1
52,1144826,762,Salaried,9,240108,Personal,2,10,75144,0,Master,Owned,1,95402.16666666667,0.7876550672329244,0.2097331821604331,59.530952,0.17307692307692307,0
24,1144826,762,Business,20,240108,Business,1,13,61609,3,Master,Rented,3,95402.16666666667,0.6457819790955132,0.2097331821604331,27.475824,0.8333333333333334,1
31,1144826,762,Salaried,24,240108,Home,1,2,20388,3,Master,Rented,1,95402.16666666667,0.2137058382671253,0.2097331821604331,35.489606,0.7741935483870968,1
37,1144826,762,Business,5,240108,Home,1,20,95292,3,Bachelor,Rented,2,95402.16666666667,0.9988452393638858,0.2097331821604331,42.358562,0.13513513513513514,1
58,1144826,762,Salaried,29,240108,Personal,1,7,48186,1,Bachelor,Mortgaged,2,95402.16666666667,0.5050828684883117,0.2097331821604331,66.399908,0.5,1
44,1144826,762,Salaried,28,240108,Vehicle,0,14,55199,1,Master,Rented,2,95402.16666666667,0.5785927293754684,0.2097331821604331,50.372344,0.6363636363636364,1
25,1144826,762,Salaried,10,240108,Personal,1,24,76712,3,Bachelor,Rented,1,95402.16666666667,0.804090752655862,0.2097331821604331,28.62065,0.4,1
54,1144826,762,Self-Employed,10,240108,Home,0,8,91640,2,Bachelor,Mortgaged,2,95402.16666666667,0.9605651863252581,0.2097331821604331,61.820604,0.18518518518518517,1
26,1144826,762,Business,26,240108,Education,2,15,65905,1,PhD,Owned,3,95402.16666666667,0.6908124029328474,0.2097331821604331,29.765476,1.0,1
42,1144826,762,Self-Employed,18,240108,Education,2,20,60628,4,PhD,Rented,1,95402.16666666667,0.6354991937639431,0.2097331821604331,48.082692,0.42857142857142855,1
31,1144826,762,Business,21,240108,Personal,0,17,51325,1,Bachelor,Mortgaged,2,95402.16666666667,0.5379856851608891,0.2097331821604331,35.489606,0.6774193548387096,1
36,1144826,762,Self-Employed,27,240108,Business,0,7,91287,0,Master,Rented,1,95402.16666666667,0.9568650607166503,0.2097331821604331,41.213736,0.75,1
53,1144826,762,Salaried,3,240108,Personal,1,6,77376,2,Bachelor,Rented,1,95402.16666666667,0.8110507622992489,0.2097331821604331,60.675778,0.05660377358490566,0
29,1144826,762,Self-Employed,36,240108,Home,1,19,88663,1,Bachelor,Mortgaged,1,95402.16666666667,0.9293604442945914,0.2097331821604331,33.199954,1.2413793103448276,1
26,1144826,762,Salaried,18,240108,Business,2,20,44553,0,High School,Owned,2,95402.16666666667,0.46700197235213037,0.2097331821604331,29.765476,0.6923076923076923,1
36,1144826,762,Salaried,16,240108,Home,0,9,21983,0,Bachelor,Mortgaged,2,95402.16666666667,0.23042453613038139,0.2097331821604331,41.213736,0.4444444444444444,1
49,1144826,762,Salaried,39,240108,Business,2,11,13147,1,Master,Mortgaged,2,95402.16666666667,0.13780609455061293,0.2097331821604331,56.096474,0.7959183673469388,1
23,1144826,762,Salaried,35,240108,Personal,0,11,80433,4,PhD,Rented,2,95402.16666666667,0.8430940597086369,0.2097331821604331,26.330998,1.5217391304347827,1
40,1144826,762,Self-Employed,22,240108,Education,2,9,46688,0,Bachelor,Owned,3,95402.16666666667,0.48938091902175523,0.2097331821604331,45.79304,0.55,1
56,1144826,762,Salaried,27,240108,Vehicle,1,1,31483,1,Master,Rented,2,95402.16666666667,0.33000298735353667,0.2097331821604331,64.110256,0.48214285714285715,1
39,1144826,762,Self-Employed,10,240108,Personal,1,24,43582,1,Master,Rented,2,95402.16666666667,0.45682400644290044,0.2097331821604331,44.648214,0.2564102564102564,1
46,1144826,762,Business,13,240108,Personal,2,11,81893,3,Bachelor,Owned,3,95402.16666666667,0.8583976953703008,0.2097331821604331,52.661996,0.2826086956521739,1
23,1144826,762,Salaried,12,240108,Business,2,5,86208,1,Master,Rented,2,95402.16666666667,0.9036272761100813,0.2097331821604331,26.330998,0.5217391304347826,1
39,1144826,762,Self-Employed,23,240108,Home,2,24,49506,0,Bachelor,Rented,1,95402.16666666667,0.5189190322372134,0.2097331821604331,44.648214,0.5897435897435898,1
40,1144826,762,Self-Employed,15,240108,Home,1,23,8249,1,Bachelor,Rented,2,95402.16666666667,0.08646554148840085,0.2097331821604331,45.79304,0.375,1
52,1144826,762,Salaried,27,240108,Education,1,0,96748,0,Bachelor,Owned,2,95402.16666666667,1.0,0.2097331821604331,59.530952,0.5192307692307693,1
27,1144826,762,Self-Employed,29,240108,Home,0,8,73207,1,High School,Owned,2,95402.16666666667,0.7673515451256347,0.2097331821604331,30.910302,1.0740740740740742,1
61,1144826,762,Salaried,38,240108,Home,0,24,36141,2,Master,Mortgaged,1,95402.16666666667,0.3788278742795848,0.2097331821604331,69.834386,0.6229508196721312,1
53,1144826,762,Salaried,26,240108,Vehicle,1,19,56664,2,Bachelor,Rented,1,95402.16666666667,0.5939487747483023,0.2097331821604331,60.675778,0.49056603773584906,1
60,1144826,762,Salaried,16,240108,Education,0,15,28791,0,Bachelor,Owned,2,95402.16666666667,0.3017855988595647,0.2097331821604331,68.68956,0.26666666666666666,1
59,1144826,762,Salaried,25,240108,Business,0,16,21968,1,Bachelor,Owned,3,95402.16666666667,0.23026730699687112,0.2097331821604331,67.544734,0.423728813559322,1
38,1144826,762,Salaried,6,240108,Business,0,19,18639,3,Bachelor,Rented,1,95402.16666666667,0.1953729212998307,0.2097331821604331,43.503388,0.15789473684210525,1
60,1144826,762,Salaried,34,240108,Home,0,5,73196,2,Bachelor,Owned,1,95402.16666666667,0.7672362437610606,0.2097331821604331,68.68956,0.5666666666666667,1
21,1144826,762,Salaried,14,240108,Vehicle,1,3,74499,1,PhD,Owned,3,95402.16666666667,0.7808942144919839,0.2097331821604331,24.041346,0.6666666666666666,1
31,1144826,762,Self-Employed,15,240108,Business,1,8,5755,1,Master,Rented,2,95402.16666666667,0.06032357755676408,0.2097331821604331,35.489606,0.4838709677419355,1
48,1144826,762,Business,20,240108,Home,1,19,98984,1,High School,Mortgaged,2,95402.16666666667,1.0,0.2097331821604331,54.951648,0.4166666666666667,1
45,1144826,762,Salaried,16,240108,Vehicle,1,7,81008,0,Bachelor,Rented,1,95402.16666666667,0.8491211764931963,0.2097331821604331,51.51717,0.35555555555555557,1
43,1144826,762,Salaried,25,240108,Personal,1,17,98875,2,High School,Owned,2,95402.16666666667,1.0,0.2097331821604331,49.227518,0.5813953488372093,1
51,1144826,762,Salaried,34,240108,Vehicle,1,11,66877,3,Bachelor,Rented,1,95402.16666666667,0.7010008507843113,0.2097331821604331,58.386126,0.6666666666666666,1
50,1144826,762,Business,19,240108,Business,0,6,28170,2,Bachelor,Owned,2,95402.16666666667,0.29527631273224053,0.2097331821604331,57.2413,0.38,1
62,1144826,762,Salaried,19,240108,Personal,1,7,18963,4,Bachelor,Rented,2,95402.16666666667,0.198769070583652,0.2097331821604331,70.979212,0.3064516129032258,1
55,1144826,762,Salaried,22,240108,Personal,1,21,31961,2,Bachelor,Rented,3,95402.16666666667,0.3350133557413965,0.2097331821604331,62.96543,0.4,1
27,1144826,762,Salaried,4,240108,Home,0,9,98654,0,High School,Rented,3,95402.16666666667,1.0,0.2097331821604331,30.910302,0.14814814814814814,1
36,1144826,762,Self-Employed,8,240108,Personal,1,21,62013,1,Master,Owned,1,95402.16666666667,0.6500166837580558,0.2097331821604331,41.213736,0.2222222222222222,1
46,1144826,762,Salaried,22,240108,Home,2,23,54902,1,Bachelor,Rented,3,95402.16666666667,0.5754795925319656,0.2097331821604331,52.661996,0.4782608695652174,0
22,1144826,762,Salaried,17,240108,Vehicle,1,2,32441,0,Master,Rented,2,95402.16666666667,0.34004468801372434,0.2097331821604331,25.186172,0.7727272727272727,1
21,1144826,762,Self-Employed,28,240108,Education,0,17,2691,1,High School,Mortgaged,1,95402.16666666667,0.028206906551737992,0.2097331821604331,24.041346,1.3333333333333333,1
32,1144826,762,Self-Employed,10,240108,Business,0,8,53447,1,Master,Rented,1,95402.16666666667,0.5602283665814718,0.2097331821604331,36.634432,0.3125,1
25,1144826,762,Self-Employed,7,240108,Personal,0,23,39154,0,Master,Owned,2,95402.16666666667,0.4104099662306761,0.2097331821604331,28.62065,0.28,1
57,1144826,762,Salaried,26,240108,Home,0,4,13453,1,PhD,Mortgaged,3,95402.16666666667,0.14101356887422192,0.2097331821604331,65.255082,0.45614035087719296,1
52,1144826,762,Self-Employed,1,240108,Personal,0,12,85240,3,High School,Owned,1,95402.16666666667,0.8934807560275535,0.2097331821604331,59.530952,0.019230769230769232,1
29,1144826,762,Salaried,22,240108,Home,1,4,76629,1,Bachelor,Rented,2,95402.16666666667,0.8032207514504387,0.2097331821604331,33.199954,0.7586206896551724,1
61,1144826,762,Salaried,20,240108,Home,1,21,89750,0,Master,Rented,2,95402.16666666667,0.9407543155029672,0.2097331821604331,69.834386,0.32786885245901637,0
55,1144826,762,Salaried,9,240108,Education,1,21,51032,2,Bachelor,Owned,3,95402.16666666667,0.5349144760863223,0.2097331821604331,62.96543,0.16363636363636364,1
39,1144826,762,Salaried,37,240108,Business,0,1,5923,3,Master,Owned,1,95402.16666666667,0.06208454385207883,0.2097331821604331,44.648214,0.9487179487179487,1
36,1144826,762,Salaried,3,240108,Education,0,6,91124,1,PhD,Rented,3,95402.16666666667,0.9551565041325056,0.2097331821604331,41.213736,0.08333333333333333,1
23,1144826,762,Salaried,20,240108,Home,0,2,59481,0,Master,Owned,1,95402.16666666667,0.6234764060215264,0.2097331821604331,26.330998,0.8695652173913043,1
40,1144826,762,Salaried,36,240108,Business,1,23,59159,3,Master,Rented,3,95402.16666666667,0.6201012206221731,0.2097331821604331,45.79304,0.9,1
44,1144826,762,Salaried,11,240108,Home,1,8,14929,2,Bachelor,Rented,2,95402.16666666667,0.15648491561163005,0.2097331821604331,50.372344,0.25,1
53,1144826,762,Self-Employed,13,240108,Home,0,2,54292,4,Bachelor,Owned,2,95402.16666666667,0.5690856077692156,0.2097331821604331,60.675778,0.24528301886792453,1
44,1144826,762,Salaried,19,240108,Vehicle,0,21,89150,2,Master,Mortgaged,3,95402.16666666667,0.9344651501625574,0.2097331821604331,50.372344,0.4318181818181818,1
31,1144826,762,Business,7,240108,Home,0,23,61742,0,Bachelor,Mortgaged,3,95402.16666666667,0.6471760774126374,0.2097331821604331,35.489606,0.22580645161290322,1
28,1144826,762,Salaried,26,240108,Home,1,5,53572,1,Master,Owned,2,95402.16666666667,0.5615386093607238,0.2097331821604331,32.055128,0.9285714285714286,1
56,1144826,762,Salaried,36,240108,Personal,1,9,45838,0,Master,Owned,2,95402.16666666667,0.48047126812284136,0.2097331821604331,64.110256,0.6428571428571429,1
58,1144826,762,Salaried,20,240108,Home,1,2,42910,1,Master,Rented,2,95402.16666666667,0.4497801412616415,0.2097331821604331,66.399908,0.3448275862068966,1
60,1144826,762,Self-Employed,34,240108,Home,2,19,80131,2,Bachelor,Owned,2,95402.16666666667,0.839928513153964,0.2097331821604331,68.68956,0.5666666666666667,1
40,1144826,762,Self-Employed,38,240108,Education,2,8,61059,2,High School,Mortgaged,2,95402.16666666667,0.6400169108668042,0.2097331821604331,45.79304,0.95,0
55,1144826,762,Business,14,240108,Business,0,11,83115,1,PhD,Rented,2,95402.16666666667,0.8712066287802688,0.2097331821604331,62.96543,0.2545454545454545,1
45,1144826,762,Salaried,11,240108,Education,1,11,33393,3,Bachelor,Rented,2,95402.16666666667,0.3500234970205079,0.2097331821604331,51.51717,0.24444444444444444,1
55,1144826,762,Salaried,33,240108,Home,0,15,57788,0,Bachelor,Rented,2,95402.16666666667,0.6057304778193368,0.2097331821604331,62.96543,0.6,1
45,1144826,762,Self-Employed,7,240108,Business,0,10,56510,1,PhD,Owned,2,95402.16666666667,0.5923345556442638,0.2097331821604331,51.51717,0.15555555555555556,1
49,1144826,762,Self-Employed,36,240108,Vehicle,1,11,16537,2,Bachelor,Rented,3,95402.16666666667,0.17333987872392834,0.2097331821604331,56.096474,0.7346938775510204,1
38,1144826,762,Business,29,240108,Home,1,16,20896,3,PhD,Rented,3,95402.16666666667,0.2190306649220056,0.2097331821604331,43.503388,0.7631578947368421,1
38,1144826,762,Salaried,2,240108,Personal,0,3,89987,0,Bachelor,Rented,2,95402.16666666667,0.9432385358124291,0.2097331821604331,43.503388,0.05263157894736842,1
22,1144826,762,Self-Employed,29,240108,Personal,2,9,77496,2,High School,Rented,2,95402.16666666667,0.8123085953673309,0.2097331821604331,25.186172,1.3181818181818181,1
